636806164,284681,635936666,288349
635008142,266153,112868741,205291
642344215,293762,635023881,284660
105433127,284150,640760289,284151
106401797,182660,637459546,220220
115047742,150101,630968913,118971
635886200,185502,208181014,292098
635886200,185502,208181014,292098
633337331,270548,633337331,295829
112868741,205291,633300886,179777
635976202,286122,635993565,285846
635976202,286122,635993565,180558
640960540,278026,640853185,275396
625030890,267793,625030890,263701
635976202,286122,635993565,143178
635976202,286122,167381691,217994
635976202,286122,140875092,232539
635976202,286122,140875092,292827
636056364,137139,636089847,291915
636056364,137139,636056364,291920
504082648,107331,632543102,242352
504082648,107331,325680836,184533
635890601,185619,635890601,295171
642465463,295265,633157499,295055
640964711,277663,636155094,247292
640960540,278026,640853185,275396
641194048,287286,641194309,287288
504082648,107331,325680836,184533
452080915,122395,624307855,295696
630341728,283904,465880680,282088
561699229,180063,637179839,221879
561699229,180063,637179839,280918
111795295,118739,107282180,265957
561699229,180063,561699229,203169
561699229,180063,561699229,286402
584582895,276924,112160700,131651
584582895,276924,112160700,279573
584582895,276924,112160700,292036
584582895,276924,112160700,281810
584582895,276924,112160700,269551
584582895,276924,641403904,285793
584582895,276924,641403904,285793
584582895,276924,639438590,258135
635606707,106599,639844667,277258
635606707,106599,639844667,277258
584582895,276924,584582895,110143
584582895,276924,584582895,287411
167181001,220563,167181001,257555
113203884,109189,631831671,258693
637297202,247641,561687616,295100
504082648,107331,325680836,184533
504082648,107331,632543102,242352
504082648,107331,626902805,189982
504082648,107331,114501350,107585
107282180,265957,111795295,118739
504082648,107331,504082648,107349
504082648,107331,504082648,159969
504082648,107331,504082648,136197
504082648,107331,504082648,159989
504082648,107331,325680836,184533
504082648,107331,251481049,123604
504082648,107331,636058628,168594
504082648,107331,630968913,118971
504082648,107331,584591391,111187
504082648,107331,116802157,114921
504082648,107331,106045683,114504
504082648,107331,632543102,121598
635993565,180558,635993565,285846
635993565,180558,635976202,286122
635993565,180558,627208381,104014
509283847,228258,636573961,199457
509283847,228258,636573961,240419
504082648,107331,632543102,242352
635993565,180558,627208381,173901
465880680,282088,465880680,118064
638367413,245055,638367413,294593
631034936,252067,631034936,295964
636273930,159277,632970710,207773
636273930,159277,626246391,189948
639342756,289176,639342756,260207
639342756,289176,639342756,277850
639342756,289176,639342756,282863
630253684,238605,630253684,295973
634170986,287306,628769887,131410
383681757,133442,639176955,282355
636142315,295004,636142315,261573
105883381,236978,636994951,294509
636286916,256904,107282180,295999
628777451,293029,628777451,109392
383681757,133442,639176955,282355
107282180,295999,111795295,118739
636435351,177904,636435351,201056
634853354,222889,540182318,285220
634853354,222889,540182318,143660
638160110,162334,636145999,149604
633157499,295055,642465463,296034
97361653,232263,641725986,276399
632501354,294964,640068068,296039
562607914,102032,631253467,198339
636994951,258480,105883381,240537
636994951,258480,636994951,294509
636142315,261573,636142315,295004
625807187,116056,633127966,116828
625807187,116056,625807187,295087
526784016,239669,115556504,175555
96556923,139674,96556923,104737
625807187,116056,173780990,234268
625807187,116056,173780990,234268
625807187,116056,633127966,293841
625807187,116056,173780990,234268
625807187,116056,173780990,234268
635889235,283931,635889235,290984
635371228,105500,635371228,231163
97361653,196680,641725986,276399
160381045,132577,160381045,294995
160381045,132577,209780945,113779
636439367,177966,636439367,177960
636439367,177966,636439367,177971
629760584,265373,637834608,232332
636439367,177966,635917737,122085
636439367,177966,636439367,181171
636439367,177966,636439367,229053
635977882,219953,191581071,253369
635977882,219953,637153564,216364
134673710,215152,641471046,286562
630535708,292835,630535708,295052
568997337,242932,568997337,288477
568997337,242932,568997337,294465
633127966,293841,633127966,116828
633127966,293841,625807187,295087
633127966,293841,625807187,116056
568997337,242932,568997337,266655
629097639,182296,635906782,113225
629097639,182296,629097639,241983
629097639,182296,629097639,190299
629097639,182296,629097639,295949
636041802,242738,637052719,265689
636045296,142992,636045296,284085
636045296,142992,636045296,136630
636045296,142992,636045296,260534
636045296,142992,636045296,231912
631253467,217594,631253467,229227
633403679,239501,633403679,239675
167181001,117929,479483254,263037
641734658,264002,635877845,216327
566288910,286857,562583762,286866
388181059,163857,388181059,258698
625517047,296142,116365810,112167
505483607,210923,505483607,196644
641522419,287514,641408622,287550
641522419,287514,641520641,287729
106915105,296285,641359341,295831
529682549,287636,485582725,286561
100235012,108179,250080729,121912
632501354,294961,640068068,293340
208881120,136933,641132400,283327
208881120,136933,641132400,280876
636436885,177913,636352299,169419
642398071,296254,642265693,295491
574894668,178126,574894668,252191
574894668,178126,574894668,270511
574894668,178126,574894668,252191
642398071,296254,642262122,295787
642398071,296254,642265693,295491
111795295,118739,111795295,179745
642398071,296254,642263890,295792
642601299,296288,635664146,106994
642601299,296288,635890569,263742
642428532,295849,568997337,132787
642428532,295849,568997337,242932
642428532,295849,562593689,112904
642398071,296254,642263890,295579
642265693,295491,642398071,296254
642265693,295491,642398071,296254
636188390,248475,636188390,194606
642265693,295491,642398071,296254
642265693,295491,642262122,295787
636188390,248475,636188390,212112
636188390,248475,636677999,198038
106915105,296285,641359341,295831
629188457,292030,514682294,287013
106915105,296285,641359341,295831
624646773,290951,624646773,295130
568997337,242932,123751767,277886
636466709,271785,636466709,292578
120964440,114831,120964440,162763
120964440,114831,120964440,218022
120964440,114831,120964440,148670
120964440,114831,120964440,242087
120964440,114831,120964440,127825
636439367,177966,639548123,260230
636439367,177966,639548123,260230
636439367,177966,537882051,267624
636439367,177966,637033500,216855
636439367,177966,635918534,124892
636439367,177966,635918534,273690
636439367,177966,635918534,229236
642601299,296288,635890569,263742
120964440,114831,635275190,129060
642601299,296288,637558992,223762
120964440,114831,100161370,256901
120964440,114831,123366793,277670
120964440,114831,96544958,110467
120964440,114831,632413999,114162
635890569,263742,642601299,296288
642499662,295255,120434323,267022
640235827,271676,640235837,267210
641390730,285374,632812065,102372
632501354,294964,640068068,293340
636055995,137005,636145999,148809
229180984,295960,642431755,296147
229180984,295960,642431755,296147
633941276,237037,110472160,270914
633941276,237037,629798981,235359
633941276,237037,529684134,207960
633941276,237037,638160110,162334
633300215,291679,639438590,258135
598706456,114980,105701483,109231
598706456,114980,105701483,290802
598706456,114980,105701483,180089
633941276,234229,633941276,254614
598706456,114980,598706456,180064
633941276,234229,633941276,237037
633941276,234229,633941276,251093
633941276,234229,635905478,283884
633941276,234229,635867971,283070
633941276,234229,637628726,288421
633941276,234229,626884793,126700
635664146,106994,642601299,296288
583292216,117365,583292216,203997
583292216,117365,583292216,193478
583292216,117365,423381185,239556
583292216,117365,371981062,282075
583292216,117365,61845211,294449
583292216,117365,423381185,239556
583292216,117365,371981062,282075
583292216,117365,61845211,294449
540182318,285220,540182318,290394
633941276,254614,113297319,108257
633941276,254614,626884793,126700
633941276,254614,635867971,283070
625892669,155068,625892669,164431
536338201,287558,107018724,244603
642604494,296365,483380705,134417
642604494,296365,483380705,143393
583292216,203997,583292216,117365
350280698,294432,350280698,294653
630253684,238605,633403679,239675
260983235,240438,631395372,158643
262581813,236390,637834608,237765
635918649,170847,635918649,156314
637052719,206842,637052719,269753
637052719,206842,637052719,250718
260983235,243960,631395372,158643
40785278,109210,40725800,109596
40785278,109210,635741891,113419
529682549,287636,485582725,290190
642206030,294966,642206030,293302
255881231,195804,255881231,109820
636045296,260534,636045296,136630
636045296,260534,636045296,142992
636045296,260534,636045296,231912
636045296,260534,636045296,284085
641988210,289368,584583338,228594
641988210,289368,561703143,251288
630588909,211574,630588909,134620
630588909,211574,630588909,160046
641023524,279806,641023524,279618
641023524,279806,641023524,279119
641023524,279806,641029670,289572
641023524,279806,641029670,291024
641023524,279806,641023524,279574
641023524,279806,641029670,292663
641023524,279806,641023524,278846
635889530,295336,630601455,225737
479483254,142991,636141196,226374
637834608,237765,637834608,237765
113203884,109189,628249067,163483
628249067,243640,628249067,243640
566288910,286857,562583762,286866
113203884,265034,113203884,265034
113203884,153748,113203884,153748
642206030,293302,642206030,294966
113203884,266926,113203884,266926
113203884,256752,113203884,256752
631831671,258693,631831671,258693
636818646,203157,636818646,202902
641408622,287550,641520641,287729
641408622,287550,641522419,287514
641408622,287550,641520641,287729
633941276,254614,635867971,192863
633941276,254614,635867971,284516
633941276,254614,635867971,150203
641112551,296668,622586093,296458
636806164,291750,636806164,225200
633668910,130549,632330322,107111
641112551,296668,641112551,280690
641112551,296668,636209958,155235
120964440,114831,635926356,139653
505485263,273159,505485263,280553
505485263,273159,505485263,128291
635936569,117292,634154185,121052
635936569,117292,635936569,149702
635936569,117292,635936569,296229
635936569,117292,634154185,264850
642619581,296547,637052719,206842
642619581,296547,637052719,265689
642619581,296547,635897452,250946
642619581,296547,635897452,205633
635972473,123719,629711409,279821
635972473,123719,461682151,123464
118667254,110472,118667254,110435
118667254,110472,118667254,286819
118667254,110472,118667254,161626
118667254,110472,625598442,102830
118667254,110472,119339645,110112
118667254,110472,119339645,110181
562582982,164152,562582982,221553
635371262,105803,635371262,284714
635371262,105803,635371262,133290
175280681,201472,14421374,231283
635948639,123003,635880617,104363
636197663,153207,636197663,291355
642300316,293233,631678672,291407
642300316,293233,636197125,153196
642300316,293233,584612906,153193
642300316,293233,640853185,275396
642300316,293233,640853185,290640
642300316,293233,584612906,249232
642300316,293233,636197125,252522
583317637,103089,632812065,102372
583317637,103089,637250762,213056
583317637,103089,635899382,213760
629452719,155835,629908047,176933
188881315,282802,188881315,290138
630947805,205748,637250762,213056
630947805,205748,635891977,108103
635869763,102664,446581807,296038
630011727,271070,630011727,292362
630011727,271070,630011727,230138
629537089,290935,636359658,277171
188881315,296765,188881315,290138
636359658,277171,629537089,290935
635903735,194004,635903735,294739
635939973,204089,635922560,188326
265585751,287082,629444910,290422
155080799,102003,636879428,294320
155080799,102003,635903735,194004
111258529,282723,111258529,290683
629397790,238562,629397790,262785
631868163,230125,540184216,296898
642580028,296226,642601299,296288
584590982,264660,584590982,277368
105455357,108802,628299521,296843
583320059,194586,349380819,247803
540182318,143660,574894341,175195
635873363,110083,216983250,113356
635873363,110083,635873363,245649
635873363,110083,635873363,192382
568997337,264565,568997337,132787
568997337,264565,568997337,146528
568997337,264565,568997337,242932
568997337,264565,123751767,249367
568997337,264565,123751767,289414
568997337,264565,123751767,296331
642601299,296288,642580028,296226
540182318,143660,574894341,175195
625947971,275495,625947971,291403
556482665,110546,540189695,296890
556482665,110546,540189695,296890
540189695,296890,556482665,110546
635998789,155255,635998789,130615
145031977,273447,117010028,111896
188880907,115842,188880907,134918
635939973,204089,117128570,270594
635939973,204089,635922560,195505
568997337,264565,568997337,288477
568997337,264565,568997337,266655
627290011,279876,629610222,114864
635939973,204089,635922560,118405
265585751,287082,629444910,290422
583300727,294127,214380704,295521
627290011,279876,627771351,178688
635939973,204089,635922560,188326
635939973,204089,635922560,188326
631430835,268908,100383115,122258
637001323,230237,105889674,226800
629194517,246512,629194517,293990
630588909,211574,630588909,296497
423781536,137293,635907888,209669
540184216,296898,631868163,230125
540184216,296898,631868163,237894
642633032,296865,642636019,296864
640428244,269257,640868572,275822
537311902,289774,537311902,291386
635899116,264419,635899116,266597
635899116,264419,635899116,277187
259781064,296827,636106262,296826
635869763,102664,635940024,117673
635952830,120081,629711409,279821
634730953,294502,634730953,296672
121820990,285047,121820990,297078
632501354,294964,640068068,297128
639269323,283043,639269323,187832
640235827,271676,640998634,281031
640235827,271676,641399985,295194
635869332,102576,635869332,102610
133235975,296950,262581813,296955
133235975,296950,637834608,263881
262581813,296955,133235975,296950
635869332,102576,635869332,146303
167381691,217994,635976202,286122
167381691,217994,635993565,180558
635976202,286122,167381691,217994
635976202,286122,635993565,285846
635976202,286122,635993565,180558
635976202,286122,140875092,292827
262581813,296955,637834608,263881
262581813,296955,637834608,240902
262581813,296955,262581813,256729
631705178,228418,631705178,250152
635976202,286122,140875092,232539
635976202,286122,140875092,217075
625634557,296851,641314524,290847
636439367,177966,640643504,273283
625820556,179631,625603713,280826
625820556,179631,625603713,280826
631979322,295558,631705178,131118
121820990,285047,121820990,297078
636648131,293525,636648131,190926
636648131,293525,635882228,105038
636648131,293525,635882228,187510
640068068,293340,632501354,294961
633127966,116828,625807187,116056
633127966,116828,625807187,295087
633127966,116828,633127966,293841
636400283,175907,583321599,296933
625060752,198930,636458298,178918
509281209,250339,509281209,270522
625060752,198930,636458298,178918
635946298,291314,628412308,144163
631868163,230125,540184216,296898
331182221,290142,331182221,186284
331182221,290142,331182221,283716
638449946,248135,635902050,119853
509101947,177423,635907888,209669
509101947,177423,423781536,227319
636400283,175907,583321599,296933
641554879,289314,641554879,287159
637144015,212002,625892669,155068
234682636,291646,234682636,102598
148539410,162406,636053344,198337
148539410,162406,635947037,121143
148539410,162406,635666152,121051
303081079,113601,214380704,114596
637641377,251084,637641377,227360
522582553,159933,636535741,186160
636104217,223401,574894341,143662
641988210,289368,641988210,296020
642361133,293671,635720598,151965
635720598,151965,635720598,292995
636104217,223401,574894341,146858
636104217,223401,634853354,222889
636104217,223401,634853354,242985
636104217,223401,634853354,269168
633243561,153322,635920450,153214
635869763,102664,446581807,102133
636166951,150387,636489316,222395
636104217,223401,640266794,267539
635869332,102576,232281290,105497
213880792,187504,213880792,150822
634511552,284647,634511552,121588
213880792,187504,213880792,187505
625920382,272847,527981134,174773
625920382,272847,556099238,175339
213880792,187504,213880792,159898
213880792,187504,213880792,158388
213880792,187504,213880792,152125
213880792,187504,213880792,249409
625920382,272847,639219151,274417
625920382,272847,639219857,253552
625920382,272847,636220489,182229
625920382,272847,636220505,187886
112868741,205291,630267181,103742
112868741,205291,633300886,279021
112868741,205291,635008142,109398
636105671,160293,635901664,287239
112868741,205291,635008142,266153
509101947,177423,509101947,242126
641399985,295194,640235837,278300
625920382,272847,636056364,137139
635865539,296077,642563870,296602
625920382,272847,636056364,137139
561698119,266149,641132400,280876
625920382,272847,419583229,113416
635945061,123463,635945061,296255
561698119,266149,634938309,290895
635885038,162968,636145999,148809
639911791,264351,584590982,277368
635924864,294798,635338873,181492
635924864,294798,635338873,229164
636104217,223401,635945764,121822
636104217,223401,635945764,121822
636104217,223401,635945764,136731
636104217,223401,634853354,117952
636104217,223401,531880786,123779
641400342,285604,638381330,295666
641400342,285604,635553615,105855
641400342,285604,635553615,286246
636068552,176507,275080681,292167
583301431,106332,583301431,162138
583301431,106332,583301431,260380
583301431,106332,583301431,229077
583301431,106332,583301431,238633
583301431,106332,583301431,175092
583301431,106332,583301431,278510
583301431,106332,583301431,278506
583301431,106332,583301431,175099
583301431,106332,636458451,178913
583301431,106332,635901756,110487
625634557,296851,641457169,296118
634568581,208266,634568581,279587
583301431,106332,583301431,260380
634568581,208266,634568581,161871
634568581,208266,634568581,269371
625634557,296851,251981056,288423
635885038,162968,114820926,107646
524782803,297326,524782803,119831
524782803,297326,524782803,135139
524782803,297326,524782803,290907
524782803,297326,524782803,284092
626872988,153033,584604101,132475
220481077,193913,556481856,182123
630378558,154941,630378558,173134
630378558,154941,630378558,198567
630378558,154941,630378558,276884
630378558,154941,630378558,282964
630378558,154941,561695406,276882
630378558,154941,561695406,282900
630378558,154941,561695406,197016
630378558,154941,561695406,284103
220481077,193913,635932903,130779
220481077,193913,635882799,107816
220481077,193913,635660414,105826
220481077,193913,639269323,187832
220481077,193913,14421374,231283
220481077,193913,330780757,108187
220481077,193913,529780875,154111
220481077,193913,106766524,107575
220481077,193913,633160377,119226
220481077,193913,635976501,291215
220481077,193913,635891977,108103
220481077,193913,505485705,109646
220481077,193913,635371262,105803
220481077,193913,637518149,227696
220481077,193913,635880626,279029
220481077,193913,632650673,126250
220481077,193913,163580779,116342
220481077,193913,635887119,113296
220481077,193913,635891977,224875
220481077,193913,635884877,107107
187581248,297179,642661186,297231
220481077,193913,635880626,279091
220481077,193913,630947805,205748
220481077,193913,633440264,241324
220481077,193913,636755207,195419
220481077,193913,16110770,268000
220481077,193913,633185038,110921
220481077,193913,635650942,134973
220481077,193913,632812065,102372
220481077,193913,631845558,106128
220481077,193913,630784731,110388
220481077,193913,113297318,105247
220481077,193913,634842783,144731
220481077,193913,635371228,105500
220481077,193913,627863686,185387
635918534,129136,504082648,107331
636197663,276535,636197663,291355
562582982,164152,478897381,154713
220481077,193913,628980564,191241
220481077,193913,635554441,195554
220481077,193913,634786993,158402
220481077,193913,635901201,110029
635914406,141549,635914406,150336
220481077,193913,626246391,189948
220481077,193913,632585294,110437
220481077,193913,635987287,125940
220481077,193913,636783004,262857
635918534,129136,635890569,263742
635918534,129136,637558992,223762
641145583,291767,641145583,287371
641145583,291767,641145583,291716
629711409,279821,629711409,296424
626872988,128437,584604101,132475
636104217,142982,635945764,121822
636104217,142982,635945764,136731
636104217,142982,540182318,143660
220481077,193913,635346485,130055
220481077,193913,630388718,103929
220481077,193913,635890476,292281
220481077,193913,635926560,114925
220481077,193913,635923678,132740
220481077,193913,4039962,105033
220481077,193913,107340779,103203
220481077,193913,635906353,194081
220481077,193913,638018032,260592
640266794,267539,636104217,223401
640266794,267539,636104217,238940
626011564,288213,626011564,296761
626011564,288213,626011564,282793
642526783,281019,636033687,280387
584604101,132475,626872988,128437
642526783,281019,132856603,292448
584604101,132475,568997337,132787
220481077,193913,637518533,222110
640776349,274003,640776349,296333
636251653,157545,117010028,111896
636251653,157545,636521185,182430
636251653,157545,635904973,111465
636251653,157545,635938709,141860
636251653,157545,636521185,186622
628355840,275216,628355840,275219
628355840,275216,628355840,141084
628355840,275216,628355840,238703
628355840,275216,628355840,275219
628355840,275216,628355840,238703
628355840,275216,628355840,141084
628355840,275216,628355840,141084
628355840,275216,628355840,238703
628355840,275216,628355840,275219
583294150,270587,635828183,269477
640926876,277059,646690826,280738
640926876,277059,640906781,276972
640926876,277059,262580996,250390
640926876,277059,637813470,230800
636284096,250590,636284096,254132
636284096,250590,636284096,252466
568997337,297344,123751767,297379
175280681,201472,628136277,104429
640926876,277059,224580681,116070
135376451,114622,373281001,259971
636535741,186160,636723862,194358
304680705,126226,303580929,297175
304680705,126226,304680705,103558
636535741,186160,636535741,241393
187581248,297179,642661186,297231
187581248,297179,642661186,297231
635914406,141549,167481743,133051
630334853,137322,114955976,105600
636152147,279390,631126701,276658
628299521,296843,106014151,296496
628299521,296843,105455357,108802
637092729,297479,642344215,297480
629294282,150067,633155624,156189
629294282,150067,629294282,297173
629294282,150067,101808868,112177
629294282,150067,101808868,258893
485582725,286561,529682549,287636
106014151,296496,628299521,296843
583284840,175670,583284840,143285
583284840,175670,262581401,162909
583284840,175670,583284840,174956
583284840,175670,262581401,127517
642344215,297480,637092729,297479
635890569,263742,122559065,118169
194581629,288075,194581629,119518
635914406,150336,635914406,141549
641595780,288042,641038413,297452
583284840,175670,262581401,155645
122559065,118169,635890569,263742
122559065,118169,637558992,223762
540189695,110483,540189695,183750
540189695,110483,540189695,138449
540189695,110483,556482665,163801
540189695,110483,540189695,296890
540189695,110483,540189695,296966
540189695,110483,540189695,296965
540189695,110483,556482665,296967
540189695,110483,556482665,216179
540189695,110483,556482665,289562
540189695,110483,556482665,296954
122559065,118169,637558992,223762
635875459,221689,630885180,279892
635875459,221689,630885180,279892
635956934,197725,631692394,118860
636176084,153402,636175915,153405
636176084,153402,636175915,153405
636176084,153402,636175915,153405
232281290,105497,232281290,114005
641988210,289368,641988210,296020
640153663,268840,640153663,296157
561687616,295100,561687616,297553
636176084,153402,636175915,153405
632272122,136669,389181166,104273
632272122,136669,520180996,109877
632272122,136669,634788044,110107
632272122,136669,635888683,223390
632272122,136669,635888683,223390
641279715,283396,642096932,290792
632272122,136669,520180996,109877
632272122,136669,635888683,223390
632272122,136669,642582084,297622
632272122,136669,642582084,297622
632272122,136669,634266770,125582
632272122,136669,634266770,125582
635956934,197725,631692394,118860
636359658,277171,636359658,187299
304680705,126226,303580929,297515
632272122,136669,389181166,104273
632272122,136669,634788044,110107
113203884,109189,113203884,153748
113203884,109189,113203884,153748
106710080,190038,111795295,118739
106710080,190038,115556504,110379
106710080,190038,106419127,110328
350280698,294653,350280698,297511
350280698,294653,350280698,295334
635918534,124892,636439367,177966
537311902,289774,642145284,291384
635869763,102664,446581807,296038
642138715,294712,641681081,294819
504082648,107331,636988891,209163
630595928,148835,630595928,297408
636146231,251346,637180137,251347
636359658,187299,636359658,277171
636359658,187299,629537089,290935
637855076,231767,631341475,274596
85019941,292485,85019941,118428
85019941,292485,85019941,163541
475281260,109830,635923187,117683
627543786,190856,627543786,293345
636443761,178350,636166951,150387
636443761,178350,638413525,247491
96556923,104737,113125585,253700
96556923,104737,96556923,139674
96556923,104737,96556923,131154
636209958,155235,641112551,280690
632251470,268243,632251470,278616
642648509,297197,562603470,276161
642648509,297197,562603470,276161
642648509,297197,562603470,276161
642648509,297197,562603470,276161
635885038,107885,635885038,162968
635885038,107885,636145999,148809
635885038,162968,635885038,107885
635885038,162968,635891242,107930
641554879,289314,626011564,217591
635855883,269945,635855883,267853
639342756,260207,639342756,297136
639384636,297726,636225491,297727
624646773,295130,624646773,297478
635991510,176778,624188072,219165
635991510,176778,624188072,219165
624188072,219165,624188072,238719
624188072,219165,624188072,219041
598582802,241173,639058407,250171
120964440,114831,100161370,256901
120964440,114831,117235791,221429
624188072,219165,624188072,251410
624188072,219165,624188072,219217
624188072,219165,624188072,224434
114820926,201941,584604866,138540
635869332,102576,513488479,109943
637654520,289610,624322558,253436
634675361,236679,509285763,292202
634675361,236679,509285763,294012
220481077,193913,220481077,297660
628299521,296843,106014151,296496
628299521,296843,105455357,108802
628299521,296843,106014151,296496
635918534,124892,636439367,178734
635918534,124892,636439367,178949
635918534,124892,636439367,235422
635918534,124892,636439367,267092
635918534,124892,635918534,229236
635918534,124892,635918534,235668
635918534,124892,636439367,229053
635918534,124892,636439367,177960
635918534,124892,636439367,181171
635918534,124892,636439367,177971
635918534,124892,635917737,122085
641554879,289314,188881315,282802
637701781,297769,574892591,297766
641330715,287197,641554879,289314
641330715,287197,641554879,287159
642419559,294537,641681081,294819
625366789,147551,625366789,244829
540186538,121892,633437352,107094
635929877,115858,641062467,279559
635929877,115858,117474867,119548
641457169,296118,625634557,296851
637743679,273202,260981457,208074
637743679,273202,260981457,208074
636727050,203245,636727050,194142
627505536,182503,628869639,179552
558590196,155599,558590196,164929
391185482,262335,391185482,297318
391185482,262335,640529962,296991
630165838,294183,630165838,295354
630165838,294183,630165838,295083
630378558,154941,561695406,284103
630378558,154941,561695406,284103
171881184,295897,642632340,296983
171881184,295897,642551234,295844
630165838,294183,630165838,295354
472290839,241139,472290839,244434
472290839,241139,472290839,239943
106014151,296496,628299521,296843
472290839,241139,472290839,239445
472290839,241139,472290839,243532
472290839,241139,584591391,111187
472290839,241139,584591391,241539
472290839,241139,636325190,254070
472290839,241139,636325190,176194
472290839,241139,110511303,191013
472290839,241139,110511303,193923
472290839,241139,110511303,197941
472290839,241139,110511303,254072
472290839,241139,110511303,212689
639342756,289176,639342756,297136
637558992,223762,637558992,234893
636121065,180614,636121065,179938
636121065,180614,309380945,295275
630540922,297665,628084449,223616
631692394,118860,635964800,228500
631692394,118860,560681670,136162
630540922,297665,628084449,203737
194680990,286477,21642192,201687
194680990,286477,194680990,147860
631692394,118860,560681670,136162
631692394,118860,635964800,228500
631692394,118860,631692394,248452
636152147,279390,631126701,276658
106401797,182660,634804238,102241
631126701,276658,636143384,279390
529684134,207960,390381112,181098
107282180,295999,111795295,118739
107282180,295999,636286916,160626
641400342,285604,641400342,296423
583321599,109212,636400283,175907
529684134,207960,529684134,146561
529684134,207960,529684134,147018
636400283,175907,583321599,296933
624520268,258202,624520268,258195
624520268,258202,624520268,268664
216881160,155023,633560704,238370
614408025,178017,614408025,106137
614408025,178017,614408025,106331
614408025,178017,614408025,287662
614408025,178017,626108588,110283
614408025,178017,105444331,110684
614408025,178017,113901369,104234
614408025,178017,96494415,104394
614408025,178017,476923865,196683
614408025,178017,347780892,189261
637144015,212002,627794272,216784
637144015,212002,627794272,249724
635956934,197725,637156346,277645
465881102,249727,635926623,117265
639642120,295053,284081177,295046
635926356,139653,635926356,252660
635926356,139653,635926356,243480
636723862,194358,636723862,297617
560681670,136162,635956934,277669
641279715,283396,641279715,297868
632358707,263447,632768714,280217
635956934,277669,635956934,197725
635956934,277669,637156346,277645
635900950,267266,635900950,110010
635606603,111144,635606603,136497
640853185,275396,637834608,232332
583325004,262848,625947971,178161
583325004,262848,631045065,187777
105928740,113799,635868172,102302
105928740,113799,635872819,103087
105928740,113799,40785278,109210
105928740,113799,40725800,109596
